name,restaurant,category,calories,carbs,fat
Country Small Oblong – VG (whole),Corner Bakery Cafe,Breads,2600,532,8
Cream Cheese Brownie – V,Corner Bakery Cafe,Desserts,590,53,37
Croissant – V,Corner Bakery Cafe,Breakfast,340,39,16
D.C. Chicken Salad – G (Side),Corner Bakery Cafe,Salads,360,22,21
D.C. Chicken Salad – G (Trio),Corner Bakery Cafe,Salads,240,15,14
D.C. Chicken Salad on Steakhouse Rye Bread – (Combo),Corner Bakery Cafe,Sandwiches,310,40,11
D.C. Chicken Salad on Steakhouse Rye Bread – (Whole),Corner Bakery Cafe,Sandwiches,620,79,21
"Egg Salad – V, G (Side)",Corner Bakery Cafe,Salads,340,5,27
"Egg Salad – V, G (Trio)",Corner Bakery Cafe,Salads,230,3,19
"Everything Bagel – LF, VG",Corner Bakery Cafe,Breakfast,330,69,2.5
"Farmer’s Scrambler – V, G (Egg Whites)",Corner Bakery Cafe,Breakfast,250,12,11
"Farmer’s Scrambler – V, G (Whole Eggs)",Corner Bakery Cafe,Breakfast,410,13,27
Focaccia Loaf – VG (slice),Corner Bakery Cafe,Breads,110,19,1.5
Focaccia Loaf – VG (whole),Corner Bakery Cafe,Breads,1040,190,15
"Focaccia Roll – LF, VG",Corner Bakery Cafe,Sides,110,19,1.5
Frozen Mango Lemonade – VG,Corner Bakery Cafe,Drinks,350,91,0
Frozen Mango Lemonade – VG,Corner Bakery Cafe,Drinks,700,182,0
Frozen Mango Pomegranate Swirl – VG,Corner Bakery Cafe,Drinks,320,83,0
Frozen Mango Pomegranate Swirl – VG,Corner Bakery Cafe,Drinks,640,166,0
Frozen Pomegranate Lemonade – VG,Corner Bakery Cafe,Drinks,290,75,0
Frozen Pomegranate Lemonade – VG,Corner Bakery Cafe,Drinks,580,150,0
Fudge Brownie,Corner Bakery Cafe,Desserts,590,86,28
Garlic Bread (Pasta Entrées Only) – V,Corner Bakery Cafe,Sides,110,16,4
Grapes – Small Bunch (Kids’ Menu) – G,Corner Bakery Cafe,Sides,40,11,0
"Greek Vegetable Salad – V, G (Side)",Corner Bakery Cafe,Salads,90,9,4.5
"Greek Vegetable Salad – V, G (Trio)",Corner Bakery Cafe,Salads,60,6,3
Green Chile & Chicken (Combo),Corner Bakery Cafe,Paninis,370,36,13
Green Chile & Chicken (Whole),Corner Bakery Cafe,Paninis,740,72,27
Grilled Cheese Sandwich – V (Combo),Corner Bakery Cafe,Kid's Meals,290,21,17
Grilled Cheese Sandwich – V (Whole),Corner Bakery Cafe,Kid's Meals,540,42,30
Grilled Ham & Swiss (Combo),Corner Bakery Cafe,Paninis,340,35,11
Grilled Ham & Swiss (Whole),Corner Bakery Cafe,Paninis,680,70,22
Half Moon Cheese Ravioli – V,Corner Bakery Cafe,Kid's Meals,320,37,14
Half Moon Cheese Ravioli – V (Combo),Corner Bakery Cafe,Entrees,330,37,13
Half Moon Cheese Ravioli – V (Entrée),Corner Bakery Cafe,Entrees,640,73,26
Ham & Swiss Panini (Egg Whites),Corner Bakery Cafe,Breakfast Sandwiches,410,410,410
Ham & Swiss Panini (Whole Eggs),Corner Bakery Cafe,Breakfast Sandwiches,490,490,490
Ham on Pretzel Bread – LF (Combo),Corner Bakery Cafe,Sandwiches,340,43,10
Ham on Pretzel Bread – LF (Whole),Corner Bakery Cafe,Sandwiches,680,85,20
Ham Sandwich – LF (Combo),Corner Bakery Cafe,Kid's Meals,165,21,4.5
Ham Sandwich – LF (Whole),Corner Bakery Cafe,Kid's Meals,330,42,9
Ham Sandwich on Harvest Bread – LF (Combo),Corner Bakery Cafe,Kid's Meals,205,30,3.5
Ham Sandwich on Harvest Bread – LF (Whole),Corner Bakery Cafe,Kid's Meals,410,60,7
Harvest – VG (slice),Corner Bakery Cafe,Breads,170,30,2.5
Harvest – VG (whole),Corner Bakery Cafe,Breads,2080,401,15
"Harvest Crisp – LF, VG",Corner Bakery Cafe,Sides,60,10,0.5
Harvest Salad – V (Café & Combo),Corner Bakery Cafe,Salads,430,36,25
Harvest Salad – V (Entrée),Corner Bakery Cafe,Salads,760,72,45
Harvest Salad w/Roasted Chicken (Café & Combo),Corner Bakery Cafe,Salads,500,37,26
Harvest Salad w/Roasted Chicken (Entrée),Corner Bakery Cafe,Salads,870,74,47
"Harvest Toast – LF, VG",Corner Bakery Cafe,Breakfast,170,170,170
Horizon Milk – Chocolate,Corner Bakery Cafe,Kid's Meals,150,22,2.5
Horizon Milk – White,Corner Bakery Cafe,Kid's Meals,110,13,2.5
Iced Coffee – Black,Corner Bakery Cafe,Coffee,< 5,0,0
Iced Coffee – Black,Corner Bakery Cafe,Coffee,< 10,0,< 1
Iced Coffee – Creamy,Corner Bakery Cafe,Coffee,320,64,6
Iced Coffee – Creamy,Corner Bakery Cafe,Coffee,640,128,12
Italian Wedding Soup,Corner Bakery Cafe,Kid's Meals,100,9,4
Italian Wedding Soup w/ Parmesan Cheese  (bowl),Corner Bakery Cafe,Soups,280,26,13
Italian Wedding Soup w/ Parmesan Cheese  (cup),Corner Bakery Cafe,Soups,190,18,8
Kid’s Apple Juice,Corner Bakery Cafe,Kid's Meals,80,20,0
Kid’s Berry Juice,Corner Bakery Cafe,Kid's Meals,90,21,0
Kids’ Cheesy Scrambler w/Toast & Bacon,Corner Bakery Cafe,Kid's Meals,380,22,24
Kids’ Cheesy Scrambler w/Toast & Fresh Fruit,Corner Bakery Cafe,Kid's Meals,380,39,17
Kids’ Scrambler w/Toast & Bacon,Corner Bakery Cafe,Kid's Meals,320,22,19
Kids’ Scrambler w/Toast & Fresh Fruit,Corner Bakery Cafe,Kid's Meals,320,39,12
Latte – Nonfat,Corner Bakery Cafe,Coffee,120,16,0
Latte – Nonfat,Corner Bakery Cafe,Coffee,160,22,0
Latte – Nonfat,Corner Bakery Cafe,Coffee,190,26,0
Latte – Whole,Corner Bakery Cafe,Coffee,190,15,10
Latte – Whole,Corner Bakery Cafe,Coffee,250,19,13
Latte – Whole,Corner Bakery Cafe,Coffee,300,23,16
Lemon Bar – V,Corner Bakery Cafe,Desserts,590,90,24
Lemon Pound Cake – Slice,Corner Bakery Cafe,Desserts,480,64,22
Loaded Baked Potato,Corner Bakery Cafe,Kid's Meals,210,12,14
Loaded Baked Potato w/Cheddar Cheese & Green Onion,Corner Bakery Cafe,Soups,410,23,28
Loaded Baked Potato w/Cheddar Cheese & Green Onion,Corner Bakery Cafe,Soups,630,36,43
Macaroni & Cheese – Kraft,Corner Bakery Cafe,Kid's Meals,350,48,11
Maple Pecan Bar – V,Corner Bakery Cafe,Desserts,730,80,44
Mixed Greens Salad – V (Café & Combo),Corner Bakery Cafe,Salads,220,13,17
Mixed Greens Salad – V (Entrée),Corner Bakery Cafe,Salads,420,26,33
Mixed Greens Salad w/dressing (side & trio portion) – V,Corner Bakery Cafe,Salads,120,9,8
Mixed Greens Salad w/dressing – V,Corner Bakery Cafe,Salads,120,9,8
Mixed Greens w/dressing (garnish) – VG,Corner Bakery Cafe,Salads,30,1,2.5
Mom’s Chicken Noodle – LF,Corner Bakery Cafe,Kid's Meals,70,9,2
Mom’s Chicken Noodle – LF  (bowl),Corner Bakery Cafe,Soups,210,28,6
Mom’s Chicken Noodle – LF  (cup),Corner Bakery Cafe,Soups,140,19,4
Mom’s Corned Beef on Caraway Rye Bread (Combo),Corner Bakery Cafe,Sandwiches,240,37,2
Mom’s Corned Beef on Caraway Rye Bread (Whole),Corner Bakery Cafe,Sandwiches,480,75,4
Mom’s Egg Salad on White Bread (Combo),Corner Bakery Cafe,Sandwiches,250,24,13
Mom’s Egg Salad on White Bread (Whole),Corner Bakery Cafe,Sandwiches,500,48,25
Mom’s Roast Beef on Sourdough Bread (Combo),Corner Bakery Cafe,Sandwiches,255,35,4
Mom’s Roast Beef on Sourdough Bread (Whole),Corner Bakery Cafe,Sandwiches,510,70,8
Mom’s Roasted Chicken on Harvest Bread (Combo),Corner Bakery Cafe,Sandwiches,250,32,4
Mom’s Roasted Chicken on Harvest Bread (Whole),Corner Bakery Cafe,Sandwiches,500,65,8
Mom’s Smoked Ham on White Bread (Combo),Corner Bakery Cafe,Sandwiches,205,23,6
Mom’s Smoked Ham on White Bread (Whole),Corner Bakery Cafe,Sandwiches,410,46,11
Mom’s Tuna Salad on Harvest Bread (Combo),Corner Bakery Cafe,Sandwiches,320,33,13
Mom’s Tuna Salad on Harvest Bread (Whole),Corner Bakery Cafe,Sandwiches,640,66,25
1/2 lb. FlameThrower® GrillBurger,Dairy Queen,Burgers,1000,40,74
1/2 lb. GrillBurger with Cheese,Dairy Queen,Burgers,800,44,51
1/4 lb. Bacon Cheese GrillBurger™,Dairy Queen,Burgers,630,44,37
1/4 lb. GrillBurger with Cheese,Dairy Queen,Burgers,540,44,30
1/4 lb. Mushroom Swiss GrillBurger,Dairy Queen,Burgers,570,39,35
Applesauce,Dairy Queen,Kid's Meals,90,23,0
"Arctic Rush Float, All Flavors – Large",Dairy Queen,Drinks,550,108,9
"Arctic Rush Float, All Flavors – Medium",Dairy Queen,Drinks,420,82,7
"Arctic Rush Float, All Flavors – Small",Dairy Queen,Drinks,330,65,6
"Arctic Rush Freeze, All Flavors – Large",Dairy Queen,Drinks,610,107,15
"Arctic Rush Freeze, All Flavors – Medium",Dairy Queen,Drinks,470,80,12
"Arctic Rush Freeze, All Flavors – Small",Dairy Queen,Drinks,380,65,10
"Arctic Rush, All Flavors – Large",Dairy Queen,Drinks,350,70,0
"Arctic Rush, All Flavors – Medium",Dairy Queen,Drinks,260,53,0
"Arctic Rush, All Flavors – Small",Dairy Queen,Drinks,210,41,0
Bacon Biscuit Sandwich,Dairy Queen,Breakfast,380,26,24
Banana,Dairy Queen,Kid's Meals,110,29,0
Banana Cream Pie Blizzard – Large,Dairy Queen,Desserts,1090,168,38
Banana Cream Pie Blizzard – Medium,Dairy Queen,Desserts,770,117,28
Banana Cream Pie Blizzard – Mini,Dairy Queen,Desserts,370,57,13
Banana Cream Pie Blizzard – Small,Dairy Queen,Desserts,570,85,21
Banana Slices,Dairy Queen,Desserts,25,6,0
Banana Split,Dairy Queen,Desserts,520,94,14
Banana Split Blizzard – Large,Dairy Queen,Desserts,780,129,23
Banana Split Blizzard – Medium,Dairy Queen,Desserts,570,93,17
Banana Split Blizzard – Mini,Dairy Queen,Desserts,290,49,8
Banana Split Blizzard – Small,Dairy Queen,Desserts,440,71,14
Barbecue Beef Sandwich,Dairy Queen,Sandwiches,350,40,14
Barbecue Pork Sandwich,Dairy Queen,Sandwiches,310,41,9
Biscuits & Gravy,Dairy Queen,Breakfast,730,64,47
Breaded Mushrooms,Dairy Queen,Sides,250,36,9
Brownie Pieces,Dairy Queen,Desserts,130,17,6
Buster Bar® Treat***,Dairy Queen,Desserts,460,44,28
Butterfinger Blizzard – Large,Dairy Queen,Desserts,990,151,35
Butterfinger Blizzard – Medium,Dairy Queen,Desserts,740,114,26
Butterfinger Blizzard – Small,Dairy Queen,Desserts,470,71,16
Butterfinger Pieces,Dairy Queen,Desserts,110,18,4.5
Butterfinger® Blizzard – Mini,Dairy Queen,Desserts,340,52,12
Butterscotch Dilly Bar,Dairy Queen,Desserts,210,24,11
Cappuccino MooLatté – Large,Dairy Queen,Coffee,710,106,23
Cappuccino MooLatté – Medium,Dairy Queen,Coffee,570,84,19
Cappuccino MooLatté – Small,Dairy Queen,Coffee,450,65,16
Caramel MooLatté – Large,Dairy Queen,Coffee,690,107,23
Caramel MooLatté – Medium,Dairy Queen,Coffee,650,103,20
Caramel MooLatté – Small,Dairy Queen,Coffee,520,82,16
Caramel Topping,Dairy Queen,Desserts,90,20,1
Cheese Curds,Dairy Queen,Sides,550,0,45
Cheeseburger Kids’,Dairy Queen,Kid's Meals,400,34,18
Cheesecake Pieces,Dairy Queen,Desserts,100,10,6
Cherry Dilly Bar,Dairy Queen,Desserts,210,24,12
Cherry StarKiss® Bar,Dairy Queen,Desserts,80,21,0
Chick. Strip Basket – 4pc w/ Country Gravy,Dairy Queen,Chicken,1030,105,53
Chick. Strip Basket – 6pc w/ Country Gravy,Dairy Queen,Chicken,1260,121,66
Chicken Quesadilla Basket,Dairy Queen,Chicken,1160,110,60
Chicken Strip Kids’ (2),Dairy Queen,Kid's Meals,220,15,12
Chili – Bowl,Dairy Queen,Soups,710,881,24
Chili – Cup,Dairy Queen,Soups,470,54,16
Chili Cheese Dog,Dairy Queen,Entrees,380,23,24
Chili Cheese Fries,Dairy Queen,French Fries,1020,116,51
Chili Dog,Dairy Queen,Entrees,330,24,20
Choc. Cov. Strawberry Waffle Bowl Sundae,Dairy Queen,Desserts,760,96,38
"Choc. Xtreme Blizzard Cake, 10”, 1/12 slice***",Dairy Queen,Desserts,630,84,29
"Choc. Xtreme Blizzard Cake, 8”, 1/8 slice***",Dairy Queen,Desserts,620,83,29
Choco Cherry Love Blizzard – Large,Dairy Queen,Desserts,920,136,34
Choco Cherry Love Blizzard – Medium,Dairy Queen,Desserts,650,95,24
Choco Cherry Love Blizzard – Mini,Dairy Queen,Desserts,330,49,11
Choco Cherry Love Blizzard – Small,Dairy Queen,Desserts,460,69,17
Choco Chunks,Dairy Queen,Desserts,150,17,10
Chocolate Chip Cookie Dough Pieces,Dairy Queen,Desserts,130,18,6
Chocolate Coated Waffle Cone w/ Soft Serve,Dairy Queen,Desserts,540,77,21
Chocolate Cone – Kids’,Dairy Queen,Desserts,180,28,5
Chocolate Cone – Large,Dairy Queen,Desserts,490,75,15
Chocolate Cone – Medium,Dairy Queen,Desserts,340,54,10
Chocolate Cone – Small,Dairy Queen,Desserts,240,37,7
Chocolate Dilly® Bar***,Dairy Queen,Desserts,240,24,15
Chocolate Mint Dilly Bar,Dairy Queen,Desserts,240,24,15
Chocolate Topping,Dairy Queen,Desserts,70,17,1.5
Chocolate Xtreme Blizzard – Large,Dairy Queen,Desserts,1420,189,67
Chocolate Xtreme Blizzard – Medium,Dairy Queen,Desserts,960,130,45
Chocolate Xtreme Blizzard – Mini,Dairy Queen,Desserts,400,55,17
Chocolate Xtreme Blizzard – Small,Dairy Queen,Desserts,650,88,29
Cocoa Fudge,Dairy Queen,Desserts,140,16,10
Coconut Flakes,Dairy Queen,Desserts,80,7,7
Cookie Dough Blizzard – Large,Dairy Queen,Desserts,1300,190,52
Cookie Dough Blizzard – Medium,Dairy Queen,Desserts,1020,148,40
Cookie Dough Blizzard – Mini,Dairy Queen,Desserts,420,62,16
Cookie Dough Blizzard – Small,Dairy Queen,Desserts,710,104,28
Corn Dog,Dairy Queen,Sides,260,26,15
Country Platter,Dairy Queen,Breakfast,780,69,46
Crispy Chicken Salad,Dairy Queen,Salads,470,29,26
Crispy Chicken Sandwich,Dairy Queen,Sandwiches,600,59,30
Crispy Chicken Wrap,Dairy Queen,Sandwiches,350,30,21
Crispy Fish Sandwich,Dairy Queen,Sandwiches,470,53,22
Crispy FlameThrower Chicken Sandwich,Dairy Queen,Sandwiches,830,63,51
Deluxe Cheeseburger,Dairy Queen,Burgers,400,35,18
Deluxe Double Cheeseburger,Dairy Queen,Burgers,640,35,34
Deluxe Double Hamburger,Dairy Queen,Burgers,540,34,26
Deluxe Hamburger,Dairy Queen,Burgers,350,34,14
"Dipped Cone, Chocolate – Kids’ ***",Dairy Queen,Desserts,220,30,9
"Dipped Cone, Chocolate – Large ***",Dairy Queen,Desserts,660,85,30
"Dipped Cone, Chocolate – Medium ***",Dairy Queen,Desserts,470,61,22
"Dipped Cone, Chocolate – Small ***",Dairy Queen,Desserts,330,42,15
Double Fudge Cookie Dough Blizzard – Large,Dairy Queen,Desserts,1340,189,58
Double Fudge Cookie Dough Blizzard – Med,Dairy Queen,Desserts,1010,144,42
Double Fudge Cookie Dough Blizzard – Mini,Dairy Queen,Desserts,450,63,18
Double Fudge Cookie Dough Blizzard – Small,Dairy Queen,Desserts,750,107,32
"DQ Cake, 10”, 1/12 slice",Dairy Queen,Desserts,410,60,15
"DQ Cake, 8”, 1/8 slice",Dairy Queen,Desserts,410,59,15
"DQ Heart Cake, 1/10 slice",Dairy Queen,Desserts,290,42,11
DQ Home-Pak,Dairy Queen,Desserts,1150,171,38
"DQ Log Cake, 1/8 slice",Dairy Queen,Desserts,310,44,12
DQ Sandwich,Dairy Queen,Desserts,190,31,5
"DQ Sheet Cake, 1/24 slice",Dairy Queen,Desserts,320,47,13
DQ Ultimate® Burger,Dairy Queen,Burgers,780,34,48
Foot-Long Chili Cheese Dog,Dairy Queen,Entrees,670,40,43
Foot-Long Hot Dog,Dairy Queen,Entrees,560,39,35
French Fries – Kids’,Dairy Queen,Kid's Meals,190,27,8
French Fries – Large,Dairy Queen,French Fries,500,70,21
French Fries – Regular,Dairy Queen,French Fries,310,43,13
French Silk Pie Blizzard – Large,Dairy Queen,Desserts,1320,176,62
French Silk Pie Blizzard – Medium,Dairy Queen,Desserts,900,120,42
French Silk Pie Blizzard – Mini,Dairy Queen,Desserts,430,57,19
French Silk Pie Blizzard – Small,Dairy Queen,Desserts,670,90,30
French Vanilla MooLatté – Large,Dairy Queen,Coffee,780,129,22
French Vanilla MooLatté – Medium,Dairy Queen,Coffee,630,101,19
French Vanilla MooLatté – Small,Dairy Queen,Coffee,500,80,15
Fries,Dairy Queen,Kid's Meals,190,27,8
Fudge Bar,Dairy Queen,Desserts,50,13,0
Fudge Brownie Temptation Waffle Bowl Sundae,Dairy Queen,Desserts,940,121,48
Georgia Mud Fudge Blizzard – Large,Dairy Queen,Desserts,1450,164,83
Georgia Mud Fudge Blizzard – Medium,Dairy Queen,Desserts,990,115,55
Georgia Mud Fudge Blizzard – Small,Dairy Queen,Desserts,680,82,35
Georgia Mud Fudge® Blizzard – Mini,Dairy Queen,Desserts,410,52,19
Grilled Cheese Kids’,Dairy Queen,Kid's Meals,320,30,13
Grilled Chicken Salad,Dairy Queen,Salads,330,13,15
Grilled Chicken Sandwich,Dairy Queen,Sandwiches,360,32,15
Grilled Chicken Wrap,Dairy Queen,Sandwiches,280,22,15
Ham Biscuit Sandwich,Dairy Queen,Breakfast,360,26,21
Hashbrowns,Dairy Queen,Breakfast,190,18,12
Hawaiian Blizzard – Large,Dairy Queen,Desserts,820,125,29
Hawaiian Blizzard – Medium,Dairy Queen,Desserts,600,92,21
Hawaiian Blizzard – Mini,Dairy Queen,Desserts,300,45,10
Hawaiian Blizzard – Small,Dairy Queen,Desserts,440,67,15
Heath Blizzard – Large,Dairy Queen,Desserts,1260,173,57
Heath Blizzard – Medium,Dairy Queen,Desserts,920,126,41
Heath Blizzard – Small,Dairy Queen,Desserts,600,83,26
Heath Pieces,Dairy Queen,Desserts,150,17,9
Heath® Blizzard – Mini,Dairy Queen,Desserts,360,51,14
Heath® Dilly Bar,Dairy Queen,Desserts,220,25,13
Hot Dog,Dairy Queen,Entrees,290,22,17
Hot Dog Kids’,Dairy Queen,Kid's Meals,290,22,17
Hot Fudge Topping,Dairy Queen,Desserts,90,15,3.5
Iron Grilled Cheese Sandwich,Dairy Queen,Sandwiches,420,52,14
Iron Grilled Classic Club Sandwich,Dairy Queen,Sandwiches,600,55,24
Iron Grilled Supreme BLT Sandwich,Dairy Queen,Sandwiches,600,40,34
Iron Grilled Turkey Sandwich,Dairy Queen,Sandwiches,550,43,23
"Lemonade Chiller, Classic, Large",Dairy Queen,Drinks,600,143,0
"Lemonade Chiller, Classic, Medium",Dairy Queen,Drinks,380,87,0
"Lemonade Chiller, Classic, Small",Dairy Queen,Drinks,250,55,0
"Lemonade Chiller, Strawberry, Large",Dairy Queen,Drinks,680,161,0
"Lemonade Chiller, Strawberry, Medium",Dairy Queen,Drinks,420,96,0
"Lemonade Chiller, Strawberry, Small",Dairy Queen,Drinks,280,64,0
M&M’s Chocolate Candies,Dairy Queen,Desserts,140,20,6
M&M’s Chocolate Candy Blizzard – Large,Dairy Queen,Desserts,1140,176,41
M&M’s Chocolate Candy Blizzard – Medium,Dairy Queen,Desserts,840,127,30
M&M’s Chocolate Candy Blizzard – Small,Dairy Queen,Desserts,660,101,23
M&M’s® Chocolate Candy Blizzard – Mini,Dairy Queen,Desserts,370,57,13
"Malt, Banana – Large",Dairy Queen,Shakes,860,134,27
"Malt, Banana – Medium",Dairy Queen,Shakes,670,102,22
"Malt, Banana – Small",Dairy Queen,Shakes,540,80,19
"Malt, Caramel – Large",Dairy Queen,Shakes,1080,178,31
"Malt, Caramel – Medium",Dairy Queen,Shakes,830,134,25
"Malt, Caramel – Small",Dairy Queen,Shakes,610,95,20
"Malt, Cherry – Large",Dairy Queen,Shakes,910,144,27
"Malt, Cherry – Medium",Dairy Queen,Shakes,710,112,22
"Malt, Cherry – Small",Dairy Queen,Shakes,560,83,19
"Malt, Chocolate – Large",Dairy Queen,Shakes,1020,171,32
"Malt, Chocolate – Medium",Dairy Queen,Shakes,790,130,26
"Malt, Chocolate – Small",Dairy Queen,Shakes,590,92,21
"Malt, Hot Fudge – Large",Dairy Queen,Shakes,1090,165,38
"Malt, Hot Fudge – Medium",Dairy Queen,Shakes,840,126,30
"Malt, Hot Fudge – Small",Dairy Queen,Shakes,620,90,22
"Malt, Peanut Butter – Large",Dairy Queen,Shakes,1350,143,72
"Malt, Peanut Butter – Medium",Dairy Queen,Shakes,1010,111,53
"Malt, Peanut Butter – Small",Dairy Queen,Shakes,700,83,34
"Malt, Strawberry – Large",Dairy Queen,Shakes,880,137,27
"Malt, Strawberry – Medium",Dairy Queen,Shakes,700,107,22
"Malt, Strawberry – Small",Dairy Queen,Shakes,550,81,19
"Malt, Vanilla – Large",Dairy Queen,Shakes,950,151,29
"Malt, Vanilla – Medium",Dairy Queen,Shakes,740,116,23
"Malt, Vanilla – Small",Dairy Queen,Shakes,580,89,19
Midnight Truffle Blizzard – Large,Dairy Queen,Desserts,1300,171,65
Midnight Truffle Blizzard – Medium,Dairy Queen,Desserts,1000,133,49
Midnight Truffle Blizzard – Mini,Dairy Queen,Desserts,400,54,19
Midnight Truffle Blizzard – Small,Dairy Queen,Desserts,750,99,37
Mint Oreo Blizzard – Large,Dairy Queen,Desserts,1070,168,36
Mint Oreo Blizzard – Medium,Dairy Queen,Desserts,740,116,25
Mint Oreo Blizzard – Small,Dairy Queen,Desserts,560,87,18
Mint Oreo® Blizzard – Mini,Dairy Queen,Desserts,400,62,14
Mocha MooLatté – Large,Dairy Queen,Coffee,820,121,31
All  –  American Slam® (add choices),Denny's,Breakfast,800,5,68
Apple Dunkers w/ caramel sauce,Denny's,Kid's Meals,130,30,0
Apple Pie,Denny's,Desserts,480,67,22
Bacon Avocado Burrito w/ hash browns,Denny's,Breakfast,1010,91,59
Bacon Cheddar Burger (add choices),Denny's,Burgers,880,45,49
Bacon Slamburger™ (add choices),Denny's,Burgers,1010,56,58
Bacon Strips,Denny's,Breakfast,70,1,5
Bacon Strips,Denny's,Sides,140,1,11
"Bacon, Lettuce & Tomato (add choices)",Denny's,Sandwiches,520,35,35
Bagel & Cream Cheese,Denny's,Sides,428,48,12
Banana Pecan Pancake Breakfast,Denny's,Breakfast,780,130,15
Banana Split,Denny's,Desserts,810,125,31
Bananas Foster French Toast Skillet (add meat),Denny's,Breakfast,860,107,33
Basket of Puppies w/o syrup,Denny's,Appetizers,510,100,11
Belgian Waffle Slam®,Denny's,Breakfast,820,32,64
Bowl of Harvest Oatmeal w/ Milk,Denny's,Sides,370,74,5
Broccoli,Denny's,Sides,25,4,0
Broccoli & Cheddar Soup,Denny's,Soups,370,48,16
Buttermilk Biscuit,Denny's,Breakfast,190,24,9
Buttermilk Biscuit,Denny's,Sides,190,24,9
Caramel Apple Crisp,Denny's,Desserts,740,134,21
Caramel Topping,Denny's,Desserts,190,44,1
Cheddar Cheese Hash Browns,Denny's,Sides,300,26,19
Cheese Burger Flatbread,Denny's,Appetizers,890,53,54
Cheesy @ the Plate (add side),Denny's,Kid's Meals,380,32,21
Cherry Topping,Denny's,Desserts,57,14,0
Chicken Avocado Sandwich w/ Fit Fare® fresh veggies,Denny's,Sandwiches,520,48,16
Chicken Deluxe Salad  –  Chicken Strips (add choices),Denny's,Salads,590,43,29
Chicken Deluxe Salad  –  Grilled Chicken (add choices),Denny's,Salads,340,13,13
Chicken Noodle Soup,Denny's,Soups,140,35,4
Chicken Ranch Melt w/o dressing (add choices),Denny's,Sandwiches,910,76,52
Chicken Sausage Patty (1),Denny's,Breakfast,110,0,9
Chicken Sausage Patty (2),Denny's,Sides,220,1,18
Chicken Strips w/ bread (add choices),Denny's,Entrees,760,84,29
Chicken Strips w/ Buffalo Sauce (add dipping sauce),Denny's,Appetizers,720,52,32
Chicken Strips w/ Sweet & Tangy BBQ Sauce (add dipping sauce),Denny's,Appetizers,820,82,30
Chicken Wings w/ Buffalo Sauce (add dipping sauces),Denny's,Appetizers,330,3,20
Chicken Wings w/ Sweet & Tangy BBQ Sauce (add dipping sauce),Denny's,Appetizers,450,40,18
Chocolate Chip  –  In Pancakes,Denny's,Kid's Meals,450,61,18
Chocolate French Silk Pie,Denny's,Desserts,770,59,57
Chocolate Peanut Butter Silk Pie,Denny's,Desserts,680,59,47
Chocolate Topping,Denny's,Desserts,100,9,0
Chopped Nuts,Denny's,Desserts,190,6,17
Clam Chowder,Denny's,Soups,270,24,17
Classic Cheeseburger (add choices),Denny's,Burgers,820,47,44
